codigo_producto,producto,n_organismos,n_ordenes,n_lineas,gasto_total
78121501,Transporte en contenedores,3,3,7,3646288
30103313,Molduras no metálicas,3,3,8,599661
31201502,Cinta autoadhesiva aislante eléctrica,3,3,3,63951
43202005,Dispositivos de almacenamiento de memoria flash,3,3,7,484511
51191510,Furosemida,3,3,3,260580
51121709,Carvedilol,3,3,3,1408410
51101557,Doxiciclina,3,3,3,876864
51181813,Estradiol,3,3,3,4106595
51121725,Fumarato de bisoprolol,3,3,3,784050
91111703,Vestuario,3,3,17,2019020
47131618,Mopas húmedas,3,3,3,567020
47131501,Frazadas o mopas para limpieza del suelo,3,3,6,609970
41102915,Estaciones de toma de muestras y disección histológicas,3,3,6,5778650
42272220,Accesorios del ventilador,3,3,3,10940547
42241705,"Zapatillas y botas yeso, órtesis de pierna o accesorios",3,3,11,4944490
42171610,Inmovilizadores de torso de servicios médicos de urgencia,3,3,5,2398220
42241512,Material de sujeción de yesos y férulas,3,3,5,606500
42143301,Sets o kits de administración de quimioterapia,3,3,3,106930664
42192404,Carros médicos o accesorios,3,3,3,994168
42221506,Catéteres umbilicales,3,3,4,1214790
42231901,Sacaleches o sus accesorios,3,3,3,565500
42142518,Productos de aspiración para biopsia o accesorios,3,3,3,1730500
42182314,Papel de registro de EEG,3,3,4,244775
52161514,Audífonos,3,3,3,1322911
31201517,Cinta para empaquetar,3,3,4,365445
44103504,Espirales de encuadernación,3,3,7,118155
14111506,Papel para impresora del ordenador,3,3,5,2612255
47121802,Removedores,3,3,5,304534
56101532,Mobiliario,3,3,7,1560534
70111703,Servicios de sembradío o mantenimiento de jardines,3,3,3,81240000
42271701,Cilindros de gas médicos o dispositivos relacionad,3,3,3,56759617
50161814,Dulces con azúcar o sustitutos,3,3,9,236219
53101502,Pantalones y short para hombre,3,3,6,620307
42271910,Sets endotraqueales o de traqueotomía,3,3,4,3662000
42142611,Jeringas tuberculinas,3,3,4,713000
12191601,Solventes de alcohol,3,3,4,1458408
50221202,Cereales en barra,3,3,3,251240
26111601,Generadores diesel,3,3,3,2022809
42141802,Electrodos de electroterapia o accesorios,3,3,4,2352500
42152709,Elásticos ortodónticos,3,3,6,1504890
51171909,Omeprazol,3,3,3,2115640
43211706,Teclados,3,3,3,364200
41122702,Cintas de etiquetado,3,3,3,13532864
43201803,Discos duros,3,3,5,1068159
82121903,Encuadernación con cola fría o pegamento,3,3,20,467499
42271707,"Sensores o reguladores de caudal, o componentes",3,3,3,4136500
42294922,Ligadores endoscópicos,3,3,3,5866000
46171610,Cámaras de seguridad,3,3,3,11522659
42142503,Agujas arteriales,3,3,4,313300
53102508,Brazalete,3,3,4,1619400
42311503,Rodillos de vendas,3,3,5,1576350
51241208,Cremas o ungüentos hidrofílicos,3,3,3,1028800
42151910,Dispositivos de limpieza dental o accesorios,3,3,21,935129
42221612,"Distribuidores, llaves de cierre o puertos de inye",3,3,5,1126400
41122004,Jeringas de toma de muestras,3,3,4,31084500
50181903,Galletas simples saladas,3,3,4,1110145
44111502,Organizadores para cajones de escritorio,3,3,18,600131
81111809,Instalación de sistemas,3,3,3,361
27111502,Cuchillos de afeitar,3,3,3,662200
44101716,Perforadoras,3,3,7,284170
45101903,Perforadoras de papel,3,3,3,311857
42211803,Bastones para vestir para personas con discapacida,3,3,5,1592120
42231505,"Adaptadores, conectores o extensiones de los equipos de alimentación enteral",3,3,6,1887000
42171704,Pañales de bebe o lanillas de servicios médicos de,3,3,3,1893200
42131609,Cubre zapatos para el personal sanitario,3,3,5,1103000
42295134,Sets suministros quirúrgicos generales o accesorios,3,3,4,8505800
50171833,Paté u otras pastas para untar,3,3,3,154320
50161511,Chocolate o sucedáneo de chocolate,3,3,3,783000
50193102,Preparado para postres,3,3,7,305722
50171902,Salsa,3,3,5,774278
42241509,Componentes de órtesis termoplásticos,3,3,6,5360000
42271907,Productos o accesorios de aspirador respiratorio,3,3,3,892500
42312109,Placas para bolsas de Ostomía,3,3,3,1933380
12352203,Anticuerpos,3,3,3,2134875
42222102,Carriles o estantes para sistemas de infusión intr,3,3,5,87412000
41105104,Bombas de jeringa,3,3,3,11312668
42143102,Dispositivos uterinos o accesorios,3,3,3,2205620
41104102,Lancetas,3,3,3,2044000
42281602,Soluciones de glutaraldehído,3,3,7,6155718
56112102,Sillas para trabajar,3,3,3,1320240
82101501,Letreros publicitarios,3,3,4,1002400
51201504,Tacrolimo,3,3,3,2208300
41121509,Pipetas Pasteur o de transferencia,3,3,3,385500
14121503,Cartulina,3,3,9,781820
42311518,Almohadillas o parches médicos para los ojos,3,3,5,1192400
50181709,Suministros para el horno,3,3,4,409257
50201709,Café instantáneo,3,3,3,141545
52121508,Mantas o frazadas,3,3,3,2284200
25172112,Sistemas de control de la estabilidad del vehículo,3,3,3,949069
73101702,"Servicios de producción de vacunas, sueros o antib",3,3,13,5691430
42291613,"Escalpelos, bisturíes, cuchillas o trépanos quirúr",3,3,7,5558880
43212105,Impresoras de láser,3,3,3,41501055
14111604,Tarjetas comerciales,3,3,3,30052643
51171910,Pancreatina,3,3,3,10735300
51101805,Cotrimazol,3,3,3,394950
51141601,Hidrocloruro de amitriptilina,3,3,3,1427000
51151616,Atropina,3,3,3,1743700
85111602,Servicios de prevención o control de cáncer o leucemia,3,3,3,59540400
51172107,Butilbromuro de hioscina,3,3,3,475002
51102301,Aciclovir,3,3,3,339295
51121602,Dinitrato de Isosorbida,3,3,5,1111286
51101584,Gentamicina,3,3,3,443840
51151812,Clorhidrato de propanolol,3,3,3,238860
51181704,Dexametasona,3,3,3,853300
51141517,Gabapentina,3,3,3,6753000
51111610,Metotrexato,3,3,4,18667851
12141806,Sodio Na,3,3,4,8616000
12162207,Melatonina,3,3,3,420900
51171816,Ondansetrón,3,3,3,1107900
51171702,Hidrocloruro de loperamida,3,3,3,1084988
51201802,Filgrastim,3,3,3,15410000
52161520,Micrófonos,3,3,3,963523
42294212,Juegos de instrumentos quirúrgicos urológicos,2,22,28,12769800
85151601,Programas de nutrición,2,8,8,4125090
14111533,Cuadernillos o formularios para exámenes,2,8,307,21078245
42192604,Sistemas de administración de fármacos o accesorio,2,8,21,17896551
85101501,Servicios hospitalarios de emergencia o quirúrgico,2,7,8,146355985
42295140,Armarios o baúles para instrumental quirúrgico,2,6,19,4034620
51121743,Besilato de amlodipina,2,5,5,14431980
50171903,Aceitunas,2,5,5,65850
50171549,Hierbas secas,2,5,5,48180
42142516,Agujas con aberturas,2,5,8,2654100
50131608,Claras y yemas de huevo,2,5,5,2781000
12142106,Mezclas de gases inertes,2,5,5,9268122
90121502,Agencias de viajes,2,5,5,489260
42295433,Catéteres quirúrgicos urológicos o accesorios,2,4,17,4261369
42161509,Unidades de diálisis peritoneal,2,4,18,120457742
42131504,Batas para pacientes,2,4,4,3939280
42142532,Agujas o kits de pericardiocentesis o accesorios,2,4,6,3653800
42152701,Articuladores dentales o accesorios,2,4,14,1620019
85121802,Laboratorios bacteriológicos,2,4,6,382750
30201904,Unidades quirúrgicas,2,4,7,3767754
42294525,Sets de instrumentos médicos oftalmológicos,2,4,8,4464158
27113201,Conjuntos generales de herramientas,2,4,27,2896604
31231302,Tubería de cobre,2,4,36,4004173
51171504,Antiácidos de bicarbonato de sodio,2,4,6,9784000
10141608,Arneses o accesorios,2,3,3,1501200
25174001,Ventilador,2,3,3,5316870
42182312,Electrodos de electromiografía o sets,2,3,5,2611432
42293507,Depósitos de aspiración quirúrgicos,2,3,3,1613248
42221616,Sets de extensión para catéteres intravenosos o arteriales,2,3,3,1493000
23153007,Artículo de instalación,2,3,9,13406672
22101513,Excavadoras de cuchara de arrastre,2,3,3,93441176
25101507,Camiones ligeros o vehículos de deporte de utilida,2,3,4,16877500
53101802,Abrigos y chaquetas para hombre,2,3,5,924118
51172109,Trimebutina,2,3,3,995620
51191507,Espironolactona,2,3,3,197780
20102301,Transportes de personal,2,3,5,67750720
41101802,Generadores de rayos X,2,3,4,2806409
42295305,Torniquetes quirúrgicos o ocluderes vasculares o l,2,3,7,488400
42272012,Tubos o tuberías de succión,2,3,5,567800
60121201,Pintura de témpera líquida tradicional,2,3,3,133520
42151627,Espejos o mangos de espejos dentales,2,3,3,170600
42152461,Compuestos de recubrimiento para modelos dentales,2,3,3,184580
50193202,Ensaladas congeladas,2,3,5,637515
42201506,Inyectores de agentes de contraste de tomografía i,2,3,4,14990000
42152608,Cartuchos de ligamento de ortodoncia,2,3,16,1623000
42152457,Kits de cementado dental,2,3,8,705603
50192701,Platos combinados frescos,2,3,3,124480
50121804,Plantas acuáticas estables sin refrigerar,2,3,3,147040
50193105,Mezclas para rebozar o apanar,2,3,3,128400
50171707,Vinagres,2,3,3,89264
42152201,Hojas dentales,2,3,13,2892760
42203502,Accesorios o electrodos o indicaciones de marcapas,2,3,4,23432200
41121803,Vasos de precipitados de laboratorio,2,3,14,3027400
41111905,Sondas de medida,2,3,3,1657800
42311520,Cintas médicas no adhesivas,2,3,3,1445500
41116205,Kits de exámenes rápidos,2,3,3,2855470
60101722,Libretas de notas,2,3,3,346080
25111503,Buques de carga o de contenedores,2,3,5,1760798
23153025,Pinza mecánica,2,3,4,1893870
78180102,Reparación de Transmisión,2,3,3,1304758
42132105,Sábanas de hospital,2,3,4,4405750
42294002,Espátulas quirúrgicos,2,3,3,52700
42311527,Vendajes de película transparente,2,3,9,11210640
73131801,Servicios de elaboración de leche,2,3,4,34602208
85101706,Servicios sanitarios tradicionales,2,3,3,12884430
40161702,Depuradores de agua,2,3,3,3060000
41104403,Incubadores de cultivo de tejidos,2,3,5,1293080
42295412,Cemento quirúrgico de hueso o sistemas de mezclado,2,3,4,7767000
42181517,Unidades de electroencefalografía (EEG) o accesorios,2,3,3,636405
42141607,Orinales de enfermo para uso general,2,3,3,31576854
81141807,Servicio de gasfitería y alcantarillado,2,3,6,5606000
42203708,Fijadores de revelado de película radiográfica médica,2,3,3,166450
31241501,Lentes,2,3,4,359564
42295453,"Drenajes quirúrgicos, sets o accesorios",2,3,7,4474000
42181804,Accesorios para sondas o sensores de oxímetros de ,2,3,7,3147000
42293403,Sujeta implantes quirúrgicos,2,3,3,96044650
42172007,Equipos de resucitación o oxígeno de servicios méd,2,3,6,2429845
50192403,Miel,2,3,3,257600
42294523,Suministros para la cirugía plástica oftalmológica,2,3,12,1309476
73171507,Servicios de fabricación de aparatos electrodomésticos,2,3,3,5154117
44122008,Divisores con uñetas,2,3,6,126450
12162201,Ácido ascórbico,2,3,3,329460
51191802,Cloruro potásico,2,3,3,3900000
70111712,Servicios de fumigación de parques o jardines,2,3,3,720000
85121805,Laboratorios de análisis de orina,2,3,9,11231458
30103605,Tablas de madera,2,2,3,84960
31211906,Rodillos de pintar,2,2,2,111300
31211704,Selladores,2,2,2,55052
30102212,Plancha de cinc,2,2,2,116942
13101905,Melamina (MF),2,2,5,554650
86141501,Asesorías educativas,2,2,5,685674212
78131804,Servicios de almacenaje de documentos,2,2,2,22661119
43212002,Soportes para monitor,2,2,2,1237000
42312306,Productos médicos mecánicos de desbridamiento,2,2,2,2430080
51102706,Antisépticos de ácido acético,2,2,2,117000
41116140,"Kits de ensayo parasitológicos o micológicos, o suministros",2,2,2,3085000
41101805,Medidores de flujo,2,2,3,8259900
31162307,Placas de montaje,2,2,4,1736600
41104105,Bolsas de recogida o transporte de especímenes,2,2,2,1808900
42151625,Instrumentos de higiene dental,2,2,2,531107
41104014,Aplicadores de muestras,2,2,3,4429500
42311519,Correas médicas no adhesivas,2,2,2,3299100
60123001,Figuras de goma Eva,2,2,4,440620
41116124,"Reactivos, soluciones o tinturas histológicos",2,2,3,1197382
42142712,Sets de extracción de cálculos o accesorios,2,2,2,2520000
42142715,Kits de catéter urinario o accesorios,2,2,2,3240000
42295123,"Máquinas quirúrgicas de succión, extractores de vacío, aspiradoras quirúrgicas ultrasónicas o reguladoras o accesorios",2,2,2,723000
11111611,Grava,2,2,2,77835000
44103116,Kits para impresoras,2,2,2,130001
43212108,Impresoras de cinta térmica,2,2,3,147622
93151607,Servicios de auditoria gubernamentales,2,2,2,2000000
46171619,Sistemas de control de acceso o de seguridad,2,2,2,975408
81111811,Soporte técnico y servicios de mesa de ayuda,2,2,5,1932
83111501,Servicio telefónico local,2,2,2,29328190
85121608,Servicios psicológicos,2,2,3,17847782
41104007,Toma muestras de agua,2,2,2,10647076
43222501,Equipo de seguridad de red de firewall,2,2,3,13000
56101515,Camas,2,2,2,6840000
11162118,Tejido de hilado de papel,2,2,2,240990
39111702,Lámparas portátiles,2,2,2,120810
40141702,Grifos,2,2,7,3754030
50202308,Cócteles libre de alcohol,2,2,2,1079000
39101701,Tubos fluorescentes,2,2,2,275396
43233501,Software de correo electrónico,2,2,3,7669597
39111505,Iluminación empotrada,2,2,4,1045723
53112101,Cubre calzado o botas de goma de caballero,2,2,2,238800
39121311,Accesorios eléctricos,2,2,5,183430
31162003,Clavos de acabado,2,2,5,27562
30101617,Barras de madera,2,2,3,199808
24101710,Inmovilizadoras de embalaje,2,2,6,256555
44121904,Rellenos de tinta,2,2,3,19378
44121801,Cinta correctora,2,2,4,65574
43211802,Almohadillas de ratón o mousepad,2,2,2,124411
51241115,Timolol,2,2,2,38537
51172106,Clorhidrato de oxibutinina,2,2,2,159396
51181713,Prednisona,2,2,2,61400
51212401,Citrato de sildenafil,2,2,2,131100
43212102,Impresoras de matriz de puntos,2,2,2,5010605
41103507,Recintos cerrados con filtro de aire recogedor de partículas de alta eficacia (HEPA),2,2,2,430000
51151721,Clorhidrato de midodrina,2,2,4,2063096
51201805,Inmunoglobulinas D (Rho),2,2,2,15738820
13102017,Polietileno de alta densidad (HDPE),2,2,12,33214900
30111601,Cemento,2,2,2,551845
31162404,Grapas de ferretería,2,2,6,769494
32101622,Memoria flash,2,2,2,120590
73151905,Servicios de impresión industrial Digital,2,2,2,6222353
42152205,Unidades de curación de laboratorio dental,2,2,2,330000
42151675,Kits de restauración dental,2,2,2,106800
47131801,Limpiadores de suelos,2,2,4,201180
47131821,Compuestos desengrasantes,2,2,3,224260
30161710,Suelos laminados,2,2,2,9177074
42294219,Sets de instrumentos quirúrgicos ortopédicos,2,2,5,6305492
53131602,Bálsamos y otros,2,2,2,102960
47131806,Barniz o ceras de muebles,2,2,4,216900
40101903,Humidificadores,2,2,2,1699000
40101604,Ventiladores,2,2,2,585080
42141502,Palitos con casquillo de fibra,2,2,2,14638900
42171607,"Collarines para sacar o collarines cervicales, de servicios médicos de urgencia",2,2,8,506240
42181713,Sistemas de monitorización Holter o de electrocard,2,2,2,29259580
41122407,Bisturíes de laboratorio,2,2,2,261000
27111508,Sierras,2,2,3,1905500
42312502,Fajas de sujeción abdominal,2,2,10,3464900
42294402,Sistemas de visualización coronaria,2,2,2,827000
42181516,Unidades de electromiografía (EMG) o accesorios,2,2,2,2568000
42294304,Instrumentos marcadores de biopsia invasiva mínima de pecho,2,2,2,1186400
51101594,Cefepima,2,2,2,397800
51142232,Clorhidrato de remifentanilo,2,2,2,2636000
56101703,Escritorios,2,2,2,529970
90111501,Hoteles,2,2,2,990000
60121132,Papel calco,2,2,2,44200
44121611,Perforadoras,2,2,2,91340
46171618,Timbres de puerta,2,2,2,53312
60121148,Papel lustre,2,2,2,115590
60124102,Productos de artesanía multicultural,2,2,2,131135
60141102,Juegos de mesa,2,2,5,1550032
60124317,Masa de modelado,2,2,2,51550
31201503,Cintas adhesivas de protección,2,2,2,26855
43212109,Impresora de etiquetas de bolsa,2,2,2,445665
47131609,Magos para escobas o traperos,2,2,2,114800
47121812,Raspadores de limpieza,2,2,2,230240
47131830,Productos de limpieza de muebles,2,2,2,62725
47121807,Émbolo buzo de desagüe o inodoro,2,2,2,36733
14111806,Formularios o cuestionarios comerciales,2,2,5,1062500
53102102,Overol y sobretodo para hombre,2,2,4,194899
39101601,ampolletas halógenas,2,2,2,178160
41116109,Reactivos o soluciones de coagulación,2,2,2,2311615
51101701,Albendazol,2,2,2,1367280
42151640,Pinzas dentales,2,2,2,199510
42151638,Tijeras dentales,2,2,2,1007470
53131624,Toallitas húmedas,2,2,2,1470750
41111501,Balanzas electrónicas de carga superior,2,2,2,351200
31201601,Adhesivos químicos,2,2,15,2139140
30171511,Puerta de vaivén,2,2,2,3150885
83101510,Agua fría,2,2,3,788864
42271801,Vaporizadores o humedecedores respiratorios,2,2,2,1390000
52121505,Almohadas,2,2,6,1499736
72102402,Servicios de pintura de interiores,2,2,2,806000
42203603,Sistemas informatizados de archivado de imágenes (,2,2,2,6031751
42151815,Conos para tornos y pulidores odontológicos,2,2,6,216000
42151651,Separadores dentales,2,2,6,154880
42152425,Resinas de base para dentaduras,2,2,4,268038
42151681,Sets de anestesia odontológica o accesorios,2,2,4,1167200
42311537,Tijeras para vendajes o sus accesorios,2,2,2,848042
14111601,"Papel, bolsas o cajas de regalo",2,2,2,190200
42131705,Pantalones quirúrgicos,2,2,2,3223800
41112213,Termómetros de mano,2,2,2,2457980
41104201,Reactivos para depuración del agua,2,2,5,11616408
30171510,Puertas automáticas,2,2,8,11116165
14111705,Servilletas de papel,2,2,2,994296
31181601,Sellos de plástico,2,2,2,1119000
48101915,Bandejas de servicio,2,2,3,9319000
11121801,Cáñamo,2,2,2,212100
39111609,"Linternas de queroseno, propano o butano",2,2,2,92208
12171703,Tintas,2,2,9,713019
44122016,Sujeta documentos,2,2,2,226840
55121505,Fundas de distintivos o accesorios,2,2,4,50990
50171548,Hierbas frescas,2,2,2,25692
12181602,Aceites naturales,2,2,2,729600
42142108,Almohadillas o compresas de calentar o de refrescar,2,2,2,1678600
11121702,Astillas de madera,2,2,2,13892000
42151631,Sondas dentales,2,2,2,460800
41103509,Frascos lavadores para laboratorios,2,2,2,126600
42152424,Cementos dentales a base de agua,2,2,3,1353784
52161518,Receptores GPS,2,2,2,1618144
26121609,Cable de redes,2,2,6,356595
47101604,Productos químicos alimentadores de caldera,2,2,6,2397675
52141502,Hornos microondas domésticos,2,2,2,183970
51181516,Glibenclamida o gliburida,2,2,2,1544027
51142018,Inyección de alcohol desnaturalizado,2,2,2,250938
42311903,Drenaje médico de incisión,2,2,2,1092420
42201703,Ultrasonido mamográfico o unidades eco,2,2,2,10970640
41116127,"Reactivos, soluciones o tinturas inmunológicos o serológicos",2,2,2,313068
42142513,Agujas de procedimiento radiológico,2,2,3,402500
30222602,Campo de deportes,2,2,2,155082918
42271602,"Espirómetros, accesorios o suministros",2,2,2,45720000
81111508,Implantación de aplicaciones,2,2,3,172801405
42272501,Aparatos de anestesia con gas,2,2,4,6468306
40142122,Tubo de vidrio,2,2,10,4020800
41121513,Pipetas de goteo,2,2,3,455000
50181906,Pan en conserva,2,2,2,198510
41112403,Indicadores de presión,2,2,2,686500
42171911,Oxígeno portátil o cajas de resucitación de servic,2,2,3,13194077
42312401,Alginato de calcio para el empaque de heridas,2,2,2,599200
42152418,Productos dentales de yeso,2,2,2,384980
42152103,Adhesivos de cubetas de impresión dental,2,2,2,453900
25174004,Refrigerante de motor,2,2,2,440293
48101902,Platos y cubiertos de servicio,2,2,2,76990
52151640,Colador de pastas,2,2,2,64580
50192603,"Papas, arroz, pastas u otros acompañamientos preparados estables sin refrigerar",2,2,2,118400
27112802,Hojas de sierra,2,2,3,150650
24121806,Latas de aluminio,2,2,2,95152
42152410,Materiales de impresión alginatos dentales,2,2,2,355500
46171612,Monitores de vídeo,2,2,2,358970
46181512,Ropa para salas esterilizadas,2,2,2,3096700
41115810,Accesorios o suministros de analizadores de coagul,2,2,7,5148634
56101812,mudadores o accesorios,2,2,2,1380900
42211508,Dispositivos de movilidad multifuncional o accesor,2,2,2,3585000
30141503,Aislamiento de espuma,2,2,2,121440
85121810,Test de detección de drogas o alcohol,2,2,2,2690000
50151605,Grasas comestibles de animal,2,2,2,11302500
44121804,Borradores,2,2,2,12708
44121634,Rollos dispensadores de pegamento,2,2,9,117550
44102907,Fundas para proteger del polvo al equipamiento,2,2,5,220095
41104104,Torniquetes,2,2,2,282100
42231703,Tubos de descompresión gástrica,2,2,3,1050000
12142104,Gas dióxido de carbono CO2,2,2,3,3767364
44122106,Chinches y tachuelas,2,2,2,8424
31161816,Espaciadores y separadores,2,2,2,506200
41104017,Porta muestras,2,2,2,568000
42152423,Selladores de orificios o fisuras dentales,2,2,2,6251560
42222306,Sistemas de recogida de residuos de administración,2,2,2,3354200
42294943,Unidades de válvula endoscópica,2,2,3,1695100
41121702,Tubos microcentrífugos,2,2,2,672000
52141501,Refrigeradores domésticos,2,2,2,402000
43211708,Trackballs y mouse de computador,2,2,2,177025
30161801,Armarios,2,2,4,1657557
42151680,Topes de endodoncia o accesorios,2,2,2,702000
25171718,Kits de reparación de frenos,2,2,2,799160
42294211,Instrumentos quirúrgicos de especialidad o bandejas de procedimiento,2,2,4,1537080
41116103,"Controles de calidad, calibradores o normativas de",2,2,29,2607737
41104109,Bolsas de recogida de unidades sanguíneas,2,2,7,759306
42142119,Instrumental para hipotermia,2,2,2,1667700
42312003,Tiras de cierre para heridas o piel,2,2,3,965500
42192602,Dosificadores de medicamentos y pastillas o accesorios,2,2,2,11725840
42295117,Manta quirúrgica o armarios para calentar soluciones o accesorios,2,2,6,3179000
42202704,Máquinas radioscópicas superficiales para radioterapia o teleterapia,2,2,7,55388070
42142716,Pesario,2,2,13,2810000
56101702,Gabinetes de archivos o accesorios,2,2,2,299990
43232304,Software del sistema de administración de bases de,2,2,2,3650054
44121620,Dedo de goma,2,2,2,17520
14111514,Bloques para mensajes,2,2,7,227674
43201537,Servidores de impresora,2,2,4,3725852
42295001,Unidades de mantenimiento o accesorios de endoscop,2,2,7,10000000
80111614,Servicios temporales de ingeniería,2,2,2,164406038
51121715,Enalapril,2,2,2,184150
80111502,Planificación de compensaciones o beneficios,2,2,2,28115672
25202004,Sistemas de grupo electrógeno de pista (APU),2,2,2,5022666
42295129,Dosificadores de medicamentos para quirófano o pro,2,2,2,19838455
42292202,Compresores quirúrgicos,2,2,4,11870850
41114509,Tensiómetros,2,2,2,45889000
50101636,Fruta estable sin refrigerar,2,2,7,930452
42222005,Piezas o accesorios de bomba intravenosa,2,2,8,3762781
42131707,"Trajes, cascos o mascarillas de aislamiento quirúrgico o accesorios",2,2,2,1485000
44122105,Clips para carpetas o abrazaderas,2,2,8,120340
44121702,Juegos de bolígrafos y lápices,2,2,14,401775
42293120,Retractores espinales o neurológicos,2,2,3,5934336
50193103,Preparado de salsa de jugo,2,2,2,254785
50201710,Té de hierbas,2,2,2,36852
50121538,Pescado estable sin refrigerar,2,2,4,426780
42204002,Cortinas o máscaras o delantales médicos de resgua,2,2,5,2710500
41104120,Tubos de tasa de sedimentación,2,2,3,1111590
42231609,Kits de tubos de alimentación por gastrostomía,2,2,2,1299500
55121606,Etiquetas autoadhesivas,2,2,3,491061
47131604,Escobas,2,2,10,338620
53131501,Enjuague bucal,2,2,2,15570000
43231508,Programas de gestión de inventario,2,2,2,1580280
42191907,Armarios o baúles de almacenamiento de instrumenta,2,2,4,1724801
42295303,Catéteres o conectadores o accesorios quirúrgicos de perfusión,2,2,2,6439850
11111606,Pizarra,2,2,2,68500
42295451,Kits de preparación quirúrgica,2,2,3,2301100
42141808,Electrodos diatérmicos,2,2,3,7950000
42295506,Implantes o ajustes maxilofacial oral,2,2,10,1918489
25172113,Sistemas de control de la tracción del vehículo,2,2,2,1484935
42294722,Sets de drenaje ventricular,2,2,2,5249700
42221602,"Protectores, tapas, sitios de inyección o puertos de administración arterial o intravenosa",2,2,2,3118260
80111711,Desarrolladores de software,2,2,2,3386000
42272016,Espirales para laringe o sus accesorios,2,2,3,504000
56101522,Sillón,2,2,2,478880
11141604,Papel usado,2,2,3,38320622
42191809,Compresas de presión alternativa o bombas,2,2,2,4206800
60121702,Tinta para timbres,2,2,3,37159
51161633,Desloratadina,2,2,2,7658800
53131622,Condones,2,2,2,26720118
49121505,Coolers,2,2,2,1381600
50182001,"Tartas, empanadas o pastas frescas",2,2,2,139950
46171501,Candados,2,2,2,35659
51121759,Olmesartán medoxomilo,2,2,2,25276080
60121301,Guillotinas,2,2,3,64920
60121602,Espejos o paneles acrílicos transparentes,2,2,2,1346650
51161820,Eucaliptol o aceite de eucalipto,2,2,2,473800
30221003,Cafetería,2,2,9,3925475
46181804,Gafas protectoras,2,2,2,210000
51142206,Sulfato de morfina,2,2,2,10742000
43211902,Monitores o pantallas de visualización en cristal líquido (LCD),2,2,2,975086
41115803,Analizadores de banco de sangre,2,2,7,731340
43212104,Impresoras de chorro de tinta,2,2,2,1299235
42311603,Celulosa oxidizada,2,2,2,10295724
46181535,Medias o calcetines de protección,2,2,4,9728820
39121436,Electrodos,2,2,2,2025000
42231606,Kits de descompresión del colon,2,2,2,3475290
42203407,Sets de suministro de contrastes para angiografía,2,2,2,2245990
42131702,Batas quirúrgicas,2,2,2,9440000
42201809,Inyectores de agentes de contraste para los sistem,2,2,9,37841500
42294903,Agujas de biopsia o de aspiración endoscópica,2,2,2,1252632
30222101,Oficina de correos,2,2,2,5400000
85121504,Servicios médicos de emergencia,2,2,2,3530000
41104801,Unidades de frascos o retortas,2,2,2,204740
80161504,Servicios administrativos,2,2,2,5180552
31161502,Tornillos de anclaje,2,2,10,5077800
41116003,Reactivos de analizadores de gases sanguíneos,2,2,6,4791390
42201801,Película para radiografías cardiológicas,2,2,2,223956
50202303,Jugos y néctar concentrados,2,2,4,36147
10151803,Semillas o almácigos de canela,2,2,3,8742
10151802,Semillas o almácigos de vainilla,2,2,2,14673
81112003,Centro de servicios de datos,2,2,2,3485060
50201713,Bolsitas de te,2,2,2,81500
44122019,Cajas de archivo o accesorios,2,2,2,866040
47121804,Cubos o baldes para limpieza,2,2,2,84000
42311601,Esponjas de gelatina absorbible,2,2,2,810000
90111604,Salones,2,2,2,1362723
42151624,Piezas de mano dentales o accesorios,2,2,2,105630
85122005,Servicios de ortodoncia,2,2,14,1993000
52151701,Utensilios para servir domésticos,2,2,13,171486760
48101714,Dispensadores de agua caliente o termos,2,2,2,680900
48101901,Vajillas de servicio,2,2,12,9727664
42181503,Lubricantes personales o gelatinas del examen,2,2,2,811425
42295406,"Bastoncillos, esponjas o apósitos de gasa quirúrgicos para laparotomía o especialidades detectables por rayos X",2,2,4,1476000
42132202,Dediles,2,2,6,8005500
78101802,Servicios de transporte regional o nacional en cam,2,2,3,49000000
51182014,Dutasterida,2,2,2,678360
51142935,Clorhidrato de levobupivacaína,2,2,2,2105040
12142105,Aire industrial,2,2,2,2882225
51121817,Colestiramina,2,2,2,3908000
51101807,Fluconazol,2,2,2,1436000
51141605,Hidrocloruro de paroxetina,2,2,2,3541080
51142123,Ketorolaco trometamol,2,2,2,273900
51142108,Ketoprofeno,2,2,2,230800
51101702,Mebendazol,2,2,2,23502
51161508,Sulfato de salbutamol,2,2,2,1164000
51141921,Clorhidrato de midazolam,2,2,2,172720
51181817,Promestrieno,2,2,2,3750000
51111815,Triptorelina,2,2,2,48820000
51111801,Anastrozol,2,2,2,1687062
51181742,Propionato de clobetasol,2,2,2,141360
51121511,Clorhidrato de amiodarona,2,2,2,345400
42211602,Cepillos o esponjas o estregadera de baño para personas con discapacidad física,2,2,2,1648750
51131909,Albúmina humana,2,2,2,14055364
51151824,Mesilato de doxazosina,2,2,2,1712240
51152005,Toxina botulínica,2,2,2,6494674
51141633,Oxalato de escitalopram,2,2,2,2123800
51212309,Ioxaglato de meglumina,2,2,2,21684600
51101582,Tobramicina,2,2,2,1521660
51201512,Clorhidrato de micofenolato de mofetilo,2,2,2,39924000
51141513,Carbamazepina,2,2,3,3011980
51141502,Clonazepam,2,2,3,14398260
51191805,Suplemento de potasio,2,2,2,5444100
51141810,Zopiclona,2,2,2,1038000
51142942,Sevoflurano,2,2,2,1882800
51191704,Soluciones multielectrolíticas,2,2,2,4730000
