codigo_producto,producto,n_organismos,n_ordenes,n_lineas,gasto_total
51141916,Lorazepam,2,2,2,250000
51142618,Clorhidrato de metilfenidato,2,2,2,1852320
51111902,Docetaxel,2,2,2,40950000
51181706,Hidrocortisona,2,2,2,407300
51101551,Ceftriaxona,2,2,2,1656900
51101507,Penicilina,2,2,2,120000
11101522,Carbón activado,2,2,2,1011000
51131502,Gluconato ferroso,2,2,2,11700000
51241116,Travoprost,2,2,2,10409084
51151741,Efedrina,2,2,2,159600
47121501,Carros para limpieza,2,2,2,3119560
42272213,Mascarillas o correas de presión positiva continua en la vía aérea (CPAP),2,2,2,299000
41116102,Reactivos o soluciones de banco de sangre,2,2,15,11728367
44121630,Kit de grapadora,2,2,7,7035430
51141526,Primidona,2,2,2,1074000
25101503,Automóviles,2,2,2,607006
31201610,Colas,2,2,3,93740
82151705,Cantantes,2,2,2,122055042
55101519,Publicaciones periódicas,2,2,2,1429244
60123601,Pegamento de purpurina,2,2,2,99500
50171552,Mezcla de condimentos,2,2,4,525808
78131603,Bodegaje de muebles o mobiliario,2,2,2,17446132
47131608,Cepillos para aseos,2,2,2,2004108
83101501,Abastecimiento de agua,2,2,2,5102522
53103001,Camisetas de caballero,2,2,10,1291020
31211502,Pinturas de base acuosa,2,2,2,135715
85101507,Centros asistenciales de urgencia,1,34,36,41226595
30222404,Unidad de cuidados intensivos,1,21,40,72181926
42294201,Juegos de instrumentos quirúrgicos torácicos y car,1,14,32,64970000
41103414,Accesorios para el equipo de acondicionamiento de entornos,1,10,14,8344074
42203504,Equipo de laboratorios de cateterización cardiaca,1,7,9,32441500
42161608,Soluciones ‘dialsate’ de hemodiálisis,1,7,12,6483984
42294203,Juegos de instrumentos quirúrgicos generales,1,6,25,4939060
22101619,Máquinas niveladoras,1,5,6,7896664
41102704,Equipo de difracción de rayos X,1,5,5,17916021
42211504,Ayudas para estar de pie,1,5,9,13815000
50111511,Carne de ave o carne congelada,1,4,14,18268000
42142903,Marcos de lentes,1,4,4,449100
85122109,Rehabilitación para gente con discapacidades cróni,1,4,4,362644207
80101507,Asesorías Informáticas,1,4,8,1610000
25101702,Vehículos de policía,1,4,4,1676270
42151639,Espátulas dentales,1,3,5,512358
42183025,Lentes de vitrectomía,1,3,41,300220227
42152512,Pinzas odontológicas,1,3,7,1558714
81111505,Servicios de programación de sistemas operativos,1,3,3,3783817
10101701,Salmones,1,3,3,1612440
51212302,Aceite etiodado,1,3,3,960000
42143502,Dispositivos de irrigación nasal o accesorios,1,3,3,907060
42271702,Concentradores de oxígeno,1,3,3,5571000
41116010,Reactivos de analizadores inmunológicos,1,3,148,270494727
42295136,Instrumentos de control quirúrgicos,1,3,4,3374000
40161701,Centrífugos de laboratorio,1,3,4,2326448
52141523,Hervidores y teteras,1,3,3,273104
52152010,Termos domésticos,1,3,3,251844
42272008,Guías o calibres de intubación,1,3,3,4750000
80131502,Arriendo de instalaciones comerciales o industrial,1,3,3,1207500
84121604,Transacción de divisas al contado,1,3,5,143006
81141804,Inspección de equipamientos,1,3,6,2640234
76121902,"Recolección, eliminación de residuos ácidos",1,3,5,43465470
60141302,Sets de construcción,1,3,11,9560000
42295403,"Dispositivos de fijación internos o externos, férulas de fijación intermaxilar o accesorios",1,3,5,4080000
30222205,Aljibes,1,3,3,58941177
78101703,Servicios de transporte nacional por barcazas,1,2,10,7097864
81112202,Up grade de software,1,2,3,734
81111801,"Seguridad para computadores, redes e Internet",1,2,2,107407
82111901,Comunicados de prensa,1,2,2,7552000
42191701,Servicio eléctrico o de gas médico,1,2,2,15381625
51121753,Irbesartán,1,2,2,134959
22101502,Niveladoras,1,2,2,8796000
78101801,Servicios de transporte local en camión,1,2,2,1476000
42294719,Depósitos cardiovasculares,1,2,3,7661800
56101905,Paneles modulares,1,2,2,1136000
42295457,Lentes o capuchas para cascos quirúrgicos,1,2,10,1604700
73131906,Servicios de elaboración de productos de panadería,1,2,24,3568950
42294206,Juegos de instrumentos de cirugía oftálmica,1,2,6,4448624
50193002,Bebidas Infantiles,1,2,2,106560
42151507,Tonos odontológicos,1,2,20,2314928
42182012,Dilatadores o especulo del examen nasal,1,2,2,353140
41122404,Pinzas de laboratorio,1,2,2,179670
42142515,Agujas de tubo de vacío,1,2,7,2760900
42142528,Agujas o sets para punción del esternón,1,2,5,1649000
42142612,Sets de jeringas de irrigación,1,2,5,1431330
42142525,Agujas de irrigación,1,2,3,110500
41105317,Reactivos para la elaboración de gel de agarosa,1,2,2,133680
41116113,"Reactivos, soluciones o tinturas citológicos",1,2,2,215694
80111608,Desarrolladores temporales de software,1,2,2,2616396
39121302,Placas o tapas de cerramientos,1,2,2,491600
43233205,Software de protección antivirus y de seguridad de,1,2,2,48101
56101520,Clóset o armarios,1,2,2,879279
77121602,Servicios de eliminación de suelos contaminados,1,2,2,1659240
23153010,Artículo de eliminación,1,2,2,489132
85101504,Servicios de hospitales psiquiátricos,1,2,2,1479568
42131701,Cobertores para cirugía,1,2,5,14962200
42142709,Sets de nefrostomía o accesorios,1,2,2,1239600
42272223,"Aparatos de respiración, accesorios y suministros",1,2,2,2043000
42192207,Camillas de paciente o accesorios de camilla,1,2,5,66375600
10151502,Semillas o almácigos de zanahoria,1,2,2,109650
42271719,Insuflador de oxígeno o sus accesorios,1,2,2,385300
42221707,Sets o kits de infusión de analgésicos,1,2,4,9601500
42191711,Depósitos de aire comprimido para cirugía o acceso,1,2,2,1354666
40151502,Bombas de vacío,1,2,8,1833500
42181909,Papel de registro de monitores fetales,1,2,2,12047550
73171602,Servicios de fabricación de equipos médicos o dentales,1,2,2,1139234
41101705,Trituradores o pulverizadores de laboratorio,1,2,2,1466693
42295135,Dispositivos de selección ortopédica o accesorios,1,2,8,2193732
31162313,Kits de montaje,1,2,5,1539726
41104913,Filtros de separación biológica,1,2,2,1560000
80111716,Especialistas en tecnología de información (TIC),1,2,2,16064996
72102106,Control de roedores,1,2,2,500000
41113306,Analizadores de cloro,1,2,2,899700
78101601,"Servicios de transporte por furgones, vagones",1,2,2,4600000
42295126,Equipo quirúrgico de fragmatome retinal vítreo o accesorios para cirugía oftálmica,1,2,3,16013262
42312002,Clips o Grapas de cierre de piel,1,2,3,2814000
85131706,Investigación patológica,1,2,2,861500
41121603,Puntas de pipeta de baja retención,1,2,2,240000
82121506,Impresión de publicaciones,1,2,2,42000
82121503,Impresión digital,1,2,2,68000
43212103,Impresoras por sublimación de tinta,1,2,2,3250000
51161809,Citrato de oxolamina,1,2,2,95850
51171501,Carbonato de calcio,1,2,2,1800000
51142508,Diclorhidrato de pramipexol,1,2,2,255370
51111705,Mitotan,1,2,2,26069000
42261502,Fórceps de disección de autopsia para uso general,1,2,22,10516900
41115816,Accesorios o suministros de analizadores hematológ,1,2,13,12094500
50101543,Arvejas secas,1,2,2,21000
50161813,Dulces de chocolate o sustitutos,1,2,2,211200
78101902,Transporte marítimo-ferroviario,1,2,2,9002156
25171905,Válvulas de neumáticos,1,2,6,3688000
42172017,"Kits para equipos médicos de campo o laboratorio, ",1,2,11,1459740
53101604,Camisas o blusas de mujer,1,2,6,1701000
30102304,Perfiles de acero,1,2,3,1247929
42172101,Desfibriladores externos automatizados (AED) o paletas rígidas,1,2,8,2787204
41104108,Tubos o contenedores de almacenamiento de sangre sin vacío,1,2,2,147800
84131601,Seguros de vida,1,2,2,156
82141501,Servicios de diagramación y diseño gráfico,1,1,2,2570250
26121524,Alambre aislado o forrado,1,1,1,115000
39111810,Interruptor de lámpara,1,1,1,15000
39121715,Tubos corrugados para cableado posterior,1,1,1,18000
31211604,Diluyentes para pinturas,1,1,1,49000
39101608,Focos cialiticos,1,1,3,237100
31201518,Cinta conductor de electricidad,1,1,1,34750
31211501,Pinturas al esmalte,1,1,2,309000
31211505,Pinturas aceitosas,1,1,1,28500
50202206,Alcohol o licores,1,1,3,505704
81102201,Ingeniería de tránsito,1,1,1,9744000
43191509,Teléfonos analógicos,1,1,1,18285300
76101503,Servicios de desinfección o desodorización,1,1,1,1549800
42142707,Tubos de irrigación urinaria,1,1,1,319000
42161615,Sistemas de reprocesar el diálizer de hemodiálisis,1,1,2,4140000
42294919,Introductores o alambres de guía o alambres deslizadores endoscópicos,1,1,2,660000
42192502,Bolsas para equipo médico,1,1,1,893970
40141616,Piezas de válvula o accesorios,1,1,1,795000
42295424,"Equipos quirúrgicos de afeitar, navajas o chiquillos de preparación",1,1,1,7800000
42311525,Vendas de presión,1,1,4,7930000
41115820,Accesorios o suministros de analizadores inmunológ,1,1,5,5438025
42142708,Adaptadores para instrumentos urológicos,1,1,1,204000
42311501,Clips para vendas o vendajes,1,1,1,1113000
42241602,Cortadores o sierras para yeso,1,1,1,1570400
41115804,Accesorios o suministros de analizadores de banco de sangre,1,1,1,1121238
42152105,Cubetas de impresión dental,1,1,1,22690
42151613,Bruñidores dentales,1,1,1,253040
42151902,Equipos de profilaxis dental,1,1,1,199496
41112207,Termógrafos,1,1,1,161550
42294928,Sondas endoscópicas,1,1,1,1531100
25111512,Barco de trabajo de gas o petróleo,1,1,1,2291651
31211803,Diluyentes para pinturas y barnices,1,1,1,194700
20122504,Conjuntos de manguera de tubería adujada,1,1,1,620170
45101505,Impresoras de fotograbado,1,1,1,1390000
43211606,Equipos multimedia,1,1,1,5068064
80151503,Información comercial,1,1,1,1104
82101903,Avisos en Internet,1,1,1,900000
43233502,Software de video conferencia,1,1,1,77400000
81112201,Tarificaciones de soporte y mantenimiento,1,1,1,100
43232307,Software de extracción de datos,1,1,1,5360856
45121506,Cámaras fotográficas de videoconferencia,1,1,1,28049271
83112402,Servicios de redes digitales de servicios integrados (ISDN),1,1,1,840
83112304,Servicios de transmisión óptica (Ocx),1,1,1,40588235
27111503,Cuchillos de diversas aplicaciones,1,1,1,1075200
53111501,Botas de hombre,1,1,1,883800
83111603,Servicios de telefonía móvil,1,1,1,2288
44101727,Soportes de impresora,1,1,1,17501008
82121511,Impresión de manuales,1,1,1,485000
81151804,Estudios hidrológicos,1,1,1,30000000
81112005,Servicios de digitalización de documentos,1,1,1,36153930
78102102,Transporte de agua,1,1,1,356000
81111601,Programación en Visual Basic,1,1,1,60000000
23171608,Herramientas de corte con láser,1,1,1,150000
39101605,ampolletas fluorescentes,1,1,1,108000
31191501,Papeles de lija,1,1,2,90000
30181512,Asientos de inodoro,1,1,1,14990
44122009,Ficheros giratorios o de tarjetas profesionales,1,1,1,74990
41111920,Máquinas de medición por coordenadas (CMM),1,1,1,647500
73121611,Servicios de hojalatería,1,1,1,60000
30171611,Ventana de miradores,1,1,2,37500
11121611,Tablero de partículas,1,1,1,598710
39121001,Transformadores de potencia de distribución,1,1,1,11275522
22101610,Distribuidoras de áridos,1,1,1,199154622
25101602,Camiones de remolque,1,1,2,33000
25101611,Camiones de transporte,1,1,7,233950
25181709,Pala cargadora,1,1,2,41300
82101801,Campañas publicitarias,1,1,1,4117648
44122018,Lengüetas o encartes de archivos,1,1,2,73800
20111610,Maquinaria de inspección de alcantarillado,1,1,1,1520000
78180302,Estacionamientos,1,1,1,825000
10151703,Semillas o almácigos de alfalfa,1,1,1,2016000
24112409,Tapas para cajas,1,1,1,2150
31161504,Tornillos para metales,1,1,1,2200
39121543,Módulo de relés múltiples o de placa de relés,1,1,1,11094
43223108,Componentes y equipo de red de acceso inalámbrico WLAN,1,1,1,192454
80111618,Servicios temporales de construcción,1,1,1,79811200
25101610,Camiones cisterna,1,1,4,21992608
72102505,Trabajos o pinturas al frescos,1,1,1,1300000
72102601,Carpintería rústica,1,1,1,1402412
72131502,Construcción de casas,1,1,1,1150000
78111601,Servicios de transporte de vehículos ligeros,1,1,2,70
10191703,Interceptor de control para insectos volantes,1,1,1,120000
46181811,Lente de protección,1,1,1,40000
25191513,Kit de mantenimiento de vehículo de soporte en tie,1,1,3,1185065
31162301,Perfiles de montaje,1,1,2,464990
60124001,Planchas de corcho,1,1,2,336940
31161512,Tornillos de rosca para laminados,1,1,2,26916
30171507,Marcos de puertas,1,1,2,46320
31161606,Cerrojos de puerta,1,1,2,33546
30171504,Puertas de madera,1,1,3,133832
26121610,Cable de bronce,1,1,3,60453
27112103,Abrazaderas,1,1,1,1680
39111806,Cajetas de iluminación,1,1,1,50488
30171607,Ventanas con hoja de desplazamiento horizontal,1,1,1,96605
27112714,Pistolas de calafateo mecánicas,1,1,1,1681
39121510,Interruptores de combinadores,1,1,1,1941
39121409,Conectores de cables eléctricos,1,1,1,1924
39121205,Canaletas para cables,1,1,1,5292
39121103,Paneles,1,1,1,5034
30102216,Plancha de caucho,1,1,2,130894
30222402,Guardería infantil,1,1,1,327731
44102801,Plastificadoras,1,1,1,33916
71101705,Bombeo o drenaje,1,1,1,5344538
39101612,ampolletas incandescentes,1,1,2,47880
51131501,Fumarato ferroso,1,1,1,134490
51181504,Glimepirida,1,1,1,141915
51121735,Candesartán cilexetilo,1,1,1,65178
51141619,Clorhidrato de sertralina,1,1,1,4140
51141707,Clorhidrato de buspirona,1,1,1,58092
51142131,Celecoxib,1,1,1,28280
51181730,Acetato de prednisolona,1,1,1,9900
51131708,Cilostazol,1,1,1,78570
51191502,Clortalidona,1,1,2,128292
51142002,Ácido acetilsalicílico,1,1,1,137130
51161616,Betahistina,1,1,1,158190
83121703,Servicios relacionados con Internet,1,1,1,294118
83111801,Servicios de televisión por cable,1,1,1,352941
43221703,Antenas de televisión,1,1,1,675000
70171708,Servicios de asesoría de riego,1,1,1,18965512
82121702,Servicios de copias a color,1,1,1,48042
39111603,Alumbrado público,1,1,1,20971664
49101704,Galvanos,1,1,1,76000
55121722,"Mástiles de bandera, piezas o accesorios",1,1,1,376800
55121706,Banderas,1,1,2,711600
11162113,Tejidos para tapicerías,1,1,1,198400
46181531,Ropa reflectante o accesorios,1,1,1,1401940
26112001,Placa de presión,1,1,1,29000
41105803,Sistemas o kits de transcripción o traducción,1,1,1,621848
42191801,Mesas de sobrecama o accesorios,1,1,1,1596639
39121710,Receptáculo multiplicador eléctrico,1,1,1,1945554
45121501,Cámaras fijas,1,1,1,19911551
27113203,Kit de herramienta para computadores,1,1,1,660835
49221501,Marcadores deportivos,1,1,1,385800
72102405,Servicios de marcado de pavimentos,1,1,1,16802250
43232408,Software de desarrollo de plataforma Web,1,1,1,106494118
49121502,Colchones de espuma,1,1,1,974880
42182013,Especulo del examen vaginal,1,1,3,195000
42182201,Termómetros médicos electrónicos,1,1,1,17500
47101505,Equipo para manipulación de cloro,1,1,1,124000
30181504,Lavamanos,1,1,1,167646
15111510,Gas de petróleo licuefactado,1,1,1,27731092
22101516,Excavadoras para fosos,1,1,1,2720000
22101509,Retroexcavadoras,1,1,1,2380000
30222501,Casas residenciales,1,1,1,595000
42211804,Peines y cepillos para personas con discapacidad física,1,1,1,19100
42292103,Llaves o mangos quirúrgicos,1,1,1,34190
42312108,Bolsitas para el drenaje de heridas,1,1,1,74340
42294511,"Bisturíes, cuchillas o tijeras para cirugía oftalmológica, o accesorios",1,1,2,2795000
42295111,Dispositivos para posicionar el paciente en la sala de operación o accesorios,1,1,1,660000
42192001,Mesas de examen o de procedimiento clínico para uso general,1,1,1,5150
42241804,Productos blandos ortopédicos para la clavícula,1,1,2,42400
42251621,Botas de ejercicio para rehabilitación o terapia,1,1,4,1432000
42241701,Productos blandos ortopédicos para el tobillo o el pie,1,1,7,790120
42241809,Productos blandos ortopédicos para el hombro,1,1,4,239600
42241807,Productos blandos ortopédicos para la mano o dedo,1,1,7,289600
42241507,Sistemas de férulas ortopédicas,1,1,4,102400
42191802,Incubadoras clínicas o calentadores de bebé,1,1,1,834904
42191704,Sistemas de compresor de aire de gas médico,1,1,1,1327489
42201712,Unidades de ecografía o eco pulso o doppler o ultr,1,1,1,4860000
42294802,Endoscopios flexibles o accesorios o productos relacionados,1,1,1,1568429
42294306,Agujas mamarias de localización,1,1,1,2720000
42182005,Oftalmoscopios o otoscopios o juegos de scopios,1,1,1,164400
43232311,Software de administración de bases de datos orientado a objetos,1,1,1,183121
42272503,"Inhaladores de anestesia, unidades de inhalación o accesorios",1,1,1,474375
41114705,Instrumentos para comprobación de tejidos,1,1,1,465000
42242104,Suministros de tracción del pie,1,1,2,152640
42221607,Filtros o pantallas arteriales o intravenosos para uso general,1,1,2,2110000
42142107,Sistemas de terapia de ciro compresión terapéutica,1,1,2,2988700
42231903,Kits sacaleches,1,1,3,131100
51182001,Finasterida,1,1,1,105630
51121701,Diazoxida,1,1,1,1032000
51142919,Isoflurano,1,1,1,569730
51121819,Ezetimiba,1,1,1,4383000
51101565,Cefpodoxima proxetilo,1,1,1,327000
80101504,Asesorías en planificación estratégica,1,1,1,32352941
40101808,Estufas de la calefacción,1,1,1,56970
41103901,Microcentrifugadoras,1,1,1,654000
42171902,Cajas desfibriladoras para servicios médicos de urgencia,1,1,1,142849
90101501,Restaurantes,1,1,2,60000
90111801,Habitación sencilla,1,1,1,40000
70151701,Transporte o tala de troncos,1,1,1,1040000
39121506,Interruptores automáticos por caída de presión,1,1,1,5740
39121719,Protectores,1,1,1,12510
11111701,Arena silícea,1,1,2,352000
23131514,Piedras montadas,1,1,1,176000
60141019,Piñatas,1,1,1,3309
60121112,Cartón piedra,1,1,1,52750
44122107,Grapas,1,1,1,155640
60121130,Cuadernos de papel al estilo del lienzo,1,1,3,333380
60121236,Pinceles,1,1,1,60120
60121501,Rotuladores de base acuosa,1,1,1,155040
60121502,Rotuladores de base disolvente,1,1,1,25840
27112904,Pistola de resina,1,1,2,104505
44122022,Accesorios para carpetas con anillados,1,1,2,19190
60103112,Modelos geométricos sólidos,1,1,1,11022
53141502,Alfileres de gancho,1,1,1,4180
23171523,Palos indicadores de temperatura,1,1,2,35940
47131824,Productos de limpieza de ventanas,1,1,1,8200
47121801,Plumeros,1,1,1,13775
14121802,Papeles de polietileno,1,1,1,264000
46182005,Máscaras o filtros de respirador o accesorios,1,1,1,22000
46181501,Delantales protectores,1,1,1,18450
46181517,Trajes aislados o para flotar en el agua,1,1,1,39600
24112110,Contenedores intermedios a granel,1,1,1,179380
11151703,Hilo de poliéster,1,1,1,2496
25132002,Globos de aire caliente,1,1,3,26966
11151510,Fibras vegetales,1,1,1,1252
11151513,Fibras de cerámico,1,1,2,108438
52141607,Suavizantes de ropa,1,1,2,264900
41104011,Filtros y recambios para toma muestras,1,1,8,1888900
41122002,Agujas de jeringa de cromatografía,1,1,2,546000
85121601,Servicios ginecológicos y de obstetricia,1,1,1,2100000
51131611,Dalteparina sódica,1,1,1,799000
51142011,Salicilato de magnesio,1,1,1,8160
41113118,Analizadores de varios gases,1,1,1,4313912
51101522,Claritromicina,1,1,1,511200
40101809,Calentadores de circulación,1,1,1,18225000
41104924,Filtros microbiológicos,1,1,5,619630
23121606,Máquinas plegadoras o recanilladoras,1,1,1,44990
25181706,Remolques contenedor con temperatura controlada,1,1,1,7598693
42151629,Organizadores dentales,1,1,2,123568
42151637,Sarros dentales,1,1,1,56000
53131616,Cremas o lociones homeopáticas o naturales,1,1,1,156000
53141508,Bordes para ropa,1,1,1,1272000
27111801,Cintas métricas,1,1,1,40000
42251504,Tablas de actividad o tablas de clavetas terapéuticas,1,1,1,38700
60141013,Partes y accesorios para muñecas u otros juguetes,1,1,1,525000
60121605,Modelos anatómicos,1,1,1,525000
42151628,Tablas de mezclar dentales,1,1,1,17880
44122119,Fasteners o sujetadores autoadhesivos,1,1,1,174800
50151604,Aceites comestibles de animal,1,1,1,40400
56121302,Transportes de sillas o mesas,1,1,1,1500000
10151526,Semillas o almácigos de repollo,1,1,1,265500
41123101,Tuberías de diálisis,1,1,1,660000
42151802,"Perforadoras odontológicas, puntas o accesorios",1,1,2,31200
42152463,Disolventes de cera odontológica,1,1,1,16500
42152412,Ceras de material plástico utilizado en odontología,1,1,1,11600
42152203,Mecheros o antorchas de laboratorio dental,1,1,1,7600
42152220,Piedras dentales,1,1,2,4000
42152010,Película de radiología dental,1,1,2,271354
41121706,Tubos de cultivo,1,1,1,523749
31331201,Conjuntos estructurales de aluminio apernados,1,1,1,88500
41116145,"Controles de calidad, calibradores o normativas vi",1,1,23,30162564
60121109,Blocs de dibujo,1,1,1,34620
60121222,Pintura de acuarela de tubo,1,1,1,53570
52121701,Toallas de baño,1,1,1,80200
41104010,Equipos de reactivos para usar con toma muestras d,1,1,6,15000000
42152464,Kits para implantes odontológicos,1,1,2,613000
85121602,Servicios de nefrología,1,1,1,274240
42203503,Juegos o introductores de indicaciones de marcapasos cardíacos,1,1,1,656000
41103406,Cajas de aislamiento con guantes,1,1,1,1380000
72102004,Revestimientos impermeables,1,1,1,221760
48102106,Neveras,1,1,1,69840
42142531,"Contenedores, carros o accesorios para el desecho ",1,1,3,425805
12141909,Fósforo P,1,1,1,13500
13102030,Cloruro de polivinilo (PVC),1,1,1,50000
42151621,Instrumentos dentales para empastar los contornos,1,1,2,1350000
42151806,Tiras dentales de acabado o pulido,1,1,1,800000
42312105,Barreras cutáneas para ostomía o kits de tratamien,1,1,2,285060
23171902,Dispositivos de inspección o medición,1,1,1,1488000
42151656,Separadores mandibulares,1,1,1,97820
48101607,Licuadoras de uso comercial,1,1,1,126042
44121711,Rotuladores,1,1,2,45380
46181901,Protectores de oídos,1,1,2,165760
41104424,Accesorios de incubadoras,1,1,3,5205185
41114408,Aparatos de observación de superficie de temperatu,1,1,6,20345000
51241226,Preparados tópicos de urea,1,1,1,67600
42295114,Equipo de facoemulsificación o de extrusión o accesorios para cirugía oftálmica,1,1,1,1060278
43231506,Software de cadena de suministro y logística de pl,1,1,1,14941178
85121502,Consultas de médicos de atención primaria,1,1,1,23500000
26131510,Central térmica,1,1,1,32773234
43232502,Software de formación basada en computador,1,1,1,16604472
31242003,Ventana visual de láser o lentes,1,1,1,29234250
42142911,Injertadores o quitadores de lentes de contacto,1,1,1,3139200
42183039,Soportes para lentes oftalmológicos,1,1,1,1235538
42152003,Procesadores de película dentales,1,1,2,828000
47121602,Aspiradoras,1,1,2,933904
44111516,Agendas,1,1,1,504000
42181711,Sistemas de transmisor o receptor telefónico de el,1,1,1,316250
43191609,Auriculares telefónicos,1,1,1,50000
41122410,Película selladora de laboratorio,1,1,1,37505
42222305,Pinzas de tubos de transfusión y administración de sangre,1,1,2,57170
42201906,Pinzas iluminadoras para película radiográfica médica,1,1,2,204730
45141603,Pinzas de revelado,1,1,1,171450
42312206,Agujas de sutura,1,1,5,940900
42281519,Esterilizadores de agujas,1,1,1,180000
42294720,Agujas de monitorización de la temperatura,1,1,1,196680
41104906,Equipo de filtrado por ósmosis invertida,1,1,2,2885000
50131803,Sucedáneo de Queso,1,1,1,141423
45111616,Proyectores de video,1,1,1,138655
53102307,"Bodies, fajas o corsés",1,1,1,476000
41105326,Reactivos o soluciones tampón de hibridación,1,1,1,138600
30172002,Puerta de doble barra,1,1,1,3211796
25121706,Aparatos de tracción,1,1,1,1878464
42151615,Unidades crioquirúrgicas dentales,1,1,1,1607400
42141803,Cables o alambres de plomo para electroterapia,1,1,2,302000
82101507,"Folletos y catálogos publicitarios, servicios de publicidad y distribución",1,1,2,12500
51131910,Polividona o povidona,1,1,1,179496
42231705,Filtros nasogástricos,1,1,1,1235000
42142617,Jeringas de fuente,1,1,1,28512
42294917,Agujas endoscópicos de insuflación,1,1,1,80000
42142501,Agujas de amniocentesis,1,1,4,885544
42142514,Bandejas o agujas espinales,1,1,1,1560000
42141904,"Tubos, o casquillos o grapas de enema",1,1,2,240000
42295503,Tomas de infusión implantables o accesorios,1,1,1,1064000
42141809,Sets de electrodos de estimulación muscular,1,1,1,44200
42294927,Paquetes o bandejas o equipos de instrumentos endoscópicos,1,1,1,103100
42132101,Protege sábanas de hospital,1,1,1,135920
60101610,Certificados específicos de asignatura,1,1,1,1700000
41116137,"Reactivos, soluciones o tinturas de ionograma urinario",1,1,1,227040
44122116,Pinzas para bolsas,1,1,1,26634
41105319,Reactivos para la elaboración de gel de poliacrilamida,1,1,1,62080
42295302,Cánulas quirúrgicas de perfusión,1,1,1,29970
41116119,"Reactivos, soluciones o tinturas alimentarios",1,1,1,515900
51102708,Antisépticos de formaldehido,1,1,1,793728
42142517,Tubos de extensión,1,1,1,38000
41102912,Cuchilladoras de cristal histológicas,1,1,1,1125000
93141810,Servicios para el desarrollo profesional,1,1,1,1219799
80111610,Especialistas temporales en redes computacionales,1,1,1,1270429
51191801,Bicarbonato potásico,1,1,1,1558392
41104117,Porta especímenes,1,1,1,119000
42142007,Tijeras de grado bajo,1,1,1,49252
42294907,Cepillos de microbiología o citología endoscópicos,1,1,1,190000
40142606,Conexiones de tubo,1,1,1,63210
13111042,Alcohol de polivinilo,1,1,1,600000
53102509,Liga,1,1,1,50000
45141502,Fijador,1,1,1,140400
24112402,Armarios para materiales peligrosos,1,1,1,2499680
10151608,Semillas de aceite de ricino,1,1,1,13500
78102204,Servicio de courier internacional,1,1,1,1512605
47131814,Limpiadores o pulidores de metal,1,1,1,163992
42291612,Alicates quirúrgicos,1,1,7,252000
24102105,Embandejadoras,1,1,2,75200
11151509,Fibras de seda,1,1,1,140400
51102718,Nitrato de plata,1,1,1,22500
42312304,Productos médicos autolíticos de desbridamiento,1,1,1,35600
42311514,Vendajes germicidas,1,1,1,182000
30222701,Oficinas,1,1,1,81932563
51171811,"Combinatoria de fructosa, dextrosa y ácido fosfórico",1,1,1,107850
42152223,Unidades de procesado de resinas odontológicas o accesorios,1,1,1,189000
40161513,Filtros de combustible,1,1,2,70589
24102204,Dispensador de flejes,1,1,1,80000
25172301,Parabrisas para automóviles,1,1,1,298319
52151639,Batidor de huevos de uso doméstico,1,1,1,11600
52151802,Sartenes domésticas,1,1,1,13800
52151702,Cuchillos domésticos,1,1,1,39960
52151704,Cucharas domésticas,1,1,1,50000
52141539,Teteras de uso doméstico,1,1,1,15990
52151806,Ollas domésticas para cocer al vapor,1,1,1,49400
52151506,Contenedores de comida domésticos de usar y tirar,1,1,1,99800
80141617,Capacitaciones directas en el concesionario,1,1,1,1000000
42152008,Unidades de Rayos X dentales,1,1,1,3414796
42142102,Unidades enfriadoras para el almacenaje en frío o accesorios,1,1,1,130000
47121502,Accesorios para carros de limpieza,1,1,1,137096
23171509,Soldadura,1,1,1,34950
46151601,Manillas,1,1,2,257780
32111503,Diodos emisores de luz (LED),1,1,1,193200
71161505,Servicios de componente de válvula o válvula del l,1,1,1,631200
46182007,Sistema de respirador purificador de aire forzado ,1,1,1,11500
26111805,Tensores de correa,1,1,1,18990
25171707,Freno de tambor,1,1,3,56970
71121503,Servicios de medir con calibrador durante perforac,1,1,1,75960
25172901,Iluminación exterior para automóviles,1,1,2,37980
31162702,Ruedas,1,1,3,247000
41101702,Martinetes o morteros,1,1,1,79200
42172001,Equipos de primer auxilio de servicios médicos de urgencia,1,1,1,141000
41122408,Tijeras de laboratorio,1,1,1,95000
32141016,Tubos múltiples,1,1,2,65120
42271703,Mezcladores de aire oxígeno,1,1,1,20600
42295113,Equipo de irrigación o aspiración oftálmica o accesorios,1,1,1,497000
42152706,Soportes ortodónticos,1,1,1,2572908
44103112,Cinta de tinta para impresora,1,1,1,185700
85101707,Servicios de evaluación de sistemas sanitarios y d,1,1,16,1515548
15101508,Petróleo crudo,1,1,1,5188400
41116107,"Controles de calidad, calibradores o normativas qu",1,1,1,1370662
42142509,Accesorios o bandejas epidurales,1,1,2,540000
42281601,Soluciones de descontaminación,1,1,1,250950
42295112,Mesas de procedimiento de la sala de operación o a,1,1,1,42000000
39111706,Luces de emergencia o estroboscópicas,1,1,1,1233000
41105301,Cajas de gel,1,1,1,41400
42251610,Pelotas o accesorios terapéuticos,1,1,1,19960
60141001,Balones o pelotas de juguete,1,1,1,35960
49221506,Colchonetas,1,1,1,80940
43211502,Servidores de gama alta,1,1,1,49239276
83101504,Distribución de agua,1,1,1,1007280
